Kp,Ki,Kd,IAE,Final Pitch,Max Overshoot
0.1,0.7,0.1,0.02212296127513792,0.157425379,0.324916179
0.1,0.1,0.1,0.02226737461843586,0.051392328,0.377211575
0.0,0.1,0.2,0.022412985607897225,0.117831742,0.214764655
0.1,1.0,0.1,0.02248399621134623,0.078688965,0.372020365
0.6,0.3,0.9,0.022579305600245174,0.013015201,0.203470182
0.3,1.0,0.1,0.02272047142242376,0.091358126,0.300256582
0.8,0.2,0.4,0.022776704191593666,0.258468023,0.258468023
0.5,0.4,0.8,0.02298520245217991,0.053159773,0.220495034
0.2,0.0,0.9,0.023062272992288302,0.149202533,0.317175679
0.6,0.4,0.8,0.02333135440662165,0.069629105,0.266963371
0.9,0.2,0.2,0.02333830898214101,0.065256605,0.280536391
0.0,0.2,1.0,0.023402682663080272,0.032340181,0.227940828
0.3,0.1,0.9,0.0236093907962001,0.066557904,0.277524294
0.0,0.0,0.4,0.023813806642064683,0.114192193,0.210983041
0.0,0.8,0.5,0.024034155699699442,0.390570347,0.390570347
0.5,0.7,0.8,0.024419943392800365,0.057248851,0.299742273
0.4,0.3,1.0,0.02485298238082625,0.006382738,0.150350593
0.2,0.5,0.7,0.02497047925170992,0.016416514,0.248303416
0.9,0.9,0.4,0.02507280650220078,0.358372766,0.393926186
0.1,0.7,0.4,0.02514135502061779,0.218418145,0.41671056
0.9,0.5,0.2,0.025156968399751196,0.092568314,0.221496711
0.2,0.0,1.0,0.025188916669166027,0.029807279,0.239144105
0.6,0.2,0.1,0.025247510281802863,0.103362504,0.173749787
0.9,1.0,0.6,0.02528673660121582,0.212583615,0.336045976
0.9,0.8,0.1,0.025330842885736508,0.084788348,0.335336761
0.5,0.6,0.2,0.025598412270828774,0.030558971,0.369873062
0.9,0.4,0.1,0.0256078056463553,0.075555547,0.228376394
0.8,0.1,1.0,0.025790249846614044,0.04307016,0.23245955
0.3,0.8,0.1,0.02582103400489126,0.104380362,0.484808119
0.7,0.6,0.3,0.025838823452559116,0.078761621,0.235241764
0.9,0.7,0.6,0.025883744852690842,0.140145181,0.39281987
0.7,0.7,1.0,0.026013386573443955,0.036220349,0.31275648
0.9,0.5,0.7,0.02602615518479056,0.026839658,0.474110251
0.5,0.8,1.0,0.02605436250591755,0.130340584,0.24147427
0.7,0.8,0.8,0.026311097476681863,0.018656461,0.215898738
1.0,0.7,0.6,0.02675717327410221,0.059895829,0.288003011
0.4,0.5,0.2,0.026780953714809787,0.017714921,0.552466771
0.1,0.0,0.1,0.026908589805485793,0.098609683,0.468868799
0.9,0.6,0.7,0.026951873496752345,0.00466786,0.341556232
0.0,0.1,0.5,0.02741039365425745,0.217257094,0.277873794
0.2,0.1,0.4,0.027832441295849077,0.052596399,0.322196194
0.1,0.3,1.0,0.027984116527145386,0.195391626,0.471541928
0.3,0.7,1.0,0.028149695161936373,0.130703972,0.160808505
0.0,1.0,0.2,0.028213452905160526,0.141140486,0.245860004
0.6,0.4,0.0,0.028504704201024345,0.587370246,0.600315395
0.7,0.3,1.0,0.028508492161508338,0.012753138,0.541719109
0.6,0.8,0.1,0.028717943289578555,0.084476978,0.440251511
0.7,0.9,0.6,0.028856672064634294,0.112717642,0.47786197
0.3,0.9,0.2,0.029014448728783674,0.090626022,0.272687761
0.8,0.4,0.2,0.029282270040106983,0.114524568,0.361122296
0.2,0.5,0.9,0.029338311327572416,0.11589924,0.305334517
0.6,1.0,0.2,0.02937010301164795,0.096864528,0.275191598
0.6,0.6,0.0,0.029666174225834015,0.49758595,0.49758595
1.0,0.7,0.5,0.029839071533508878,0.090135918,0.645397484
0.4,0.7,0.4,0.03000362517648203,0.076493604,0.325022291
0.5,0.3,1.0,0.030470718396913916,0.026404463,0.206061852
0.6,0.3,1.0,0.030511493850681092,0.683170075,0.683170075
0.1,0.9,0.2,0.030761334164715687,0.038102087,0.203611634
0.4,0.4,0.5,0.030784666719690046,0.108873477,0.493630729
0.7,0.0,0.9,0.03099870423528461,0.072125306,0.346356524
0.6,0.1,0.8,0.03107319111088163,0.212840513,0.61338867
0.3,0.2,0.1,0.031079731536589873,0.084366154,0.422180007
0.2,0.8,0.9,0.031432353372896724,0.01231062,0.305265426
0.8,0.4,0.3,0.031438373434846865,0.039810274,0.560964477
0.5,0.7,0.9,0.031529683561514,0.006578345,0.190774158
0.3,0.5,0.5,0.031587412886121276,0.041791007,0.743879137
0.1,0.6,0.1,0.03176966874387049,0.04493152,0.214924903
0.4,0.1,1.0,0.031809801022098606,0.166192206,0.244429992
0.8,0.5,0.9,0.03188586612181172,0.018741004,0.209948365
0.3,0.4,0.9,0.031925630072995086,0.074723381,0.425355194
0.7,0.3,0.7,0.03207424025589271,0.118491494,0.60837906
0.2,0.5,0.4,0.03212421149430514,0.13803472,0.220565651
0.7,1.0,0.9,0.032129481832198416,0.009716025,0.527717855
0.5,0.2,1.0,0.03215176215567417,0.188181354,0.408627663
0.9,0.2,0.1,0.03228130553112766,0.134526786,0.253277058
0.3,0.4,0.2,0.03239833069830867,0.086516878,0.595541593
0.3,0.3,0.5,0.03249033707066271,0.117942217,1.077580857
0.2,0.1,0.1,0.03257551998227112,0.18868734,0.303718577
0.0,0.3,0.4,0.03261152389860742,0.25286878,0.321493931
0.1,0.8,1.0,0.0329205442448208,0.15946008,0.461636998
0.6,0.8,1.0,0.03297027829013754,0.147483618,0.625509471
0.3,0.6,0.5,0.033011980341582536,0.10492738,0.851421252
0.6,0.5,0.3,0.0332381988441751,0.198316628,0.303667424
0.5,0.5,0.2,0.033264658003092744,0.082333246,0.469442934
0.6,0.5,0.0,0.03327185844153489,0.728343483,0.788873702
1.0,0.0,0.5,0.033317256933997626,0.058913379,0.739959928
0.6,0.7,0.0,0.03333997023820556,0.523607882,0.644792298
0.8,0.9,0.2,0.033343070443849536,0.034022308,0.372794471
0.1,0.5,0.9,0.03334315768789564,0.088124298,0.693381446
0.8,0.7,1.0,0.03343026896798573,0.436101436,0.436101436
0.0,0.3,0.2,0.033431163921808144,0.18399705,0.238500601
0.4,0.4,0.3,0.033816234699116106,0.053674434,0.177296409
0.3,0.1,0.7,0.03404765202244724,0.40510936,0.456998529
0.7,0.5,0.4,0.03407804856027356,0.350870524,0.662717142
1.0,0.5,0.7,0.034159045962998194,0.107899281,0.237807752
0.1,0.7,0.9,0.0341596293388324,0.087056811,0.310242064
0.6,0.1,0.2,0.03446833417007294,0.054446015,0.63255645
0.4,0.7,0.1,0.034492093717008294,0.116074552,0.205581616
0.4,0.1,0.1,0.034677919012450445,0.127348847,0.538705955
0.7,0.4,0.8,0.034700056944426065,0.071751909,0.360940202
0.6,0.8,0.5,0.0351685383261516,0.020738703,0.331003083
0.0,1.0,0.1,0.03526484244148907,0.073843042,1.224340846
0.9,0.7,0.1,0.03536796269651796,0.053928297,0.826132376
1.0,0.9,0.9,0.03558821295132335,0.026441119,0.413569947
0.2,1.0,0.9,0.0357824857138206,0.018632053,0.605771158
0.3,0.2,0.5,0.035842107171186646,0.572668341,0.572668341
0.8,0.6,0.6,0.03592124367675422,0.221607088,0.477743955
0.2,1.0,0.2,0.035942424457857385,0.092759865,0.554641453
0.6,0.3,0.0,0.03606949460738362,0.588215231,0.792930555
0.8,0.9,0.8,0.036072718052942564,0.226584133,0.271536909
0.0,0.6,0.1,0.036075226668648444,0.127488406,0.539850661
0.4,1.0,0.6,0.03621298864051865,0.22130078,0.404543858
0.0,0.4,0.6,0.036291416486343556,0.277567607,0.530365099
1.0,0.8,0.6,0.03645702040512089,0.054703628,0.535510077
0.7,0.4,0.2,0.03657362760079117,0.236501394,0.26531024
0.9,0.4,0.3,0.03690866481048357,0.113308879,0.293293485
0.1,0.0,1.0,0.03700869965829593,0.019605344,0.315542045
0.6,1.0,0.9,0.037040749073526225,0.012378385,0.446803537
0.1,0.2,1.0,0.03709186256192351,0.051060664,0.461383923
0.0,0.8,0.9,0.0370953477714208,0.063954335,0.23083122
1.0,0.2,0.5,0.03727434858507266,0.080605941,0.375300539
0.5,0.1,0.5,0.037302005358110804,0.095363072,0.628214549
0.1,0.2,0.3,0.037330323823805925,0.282122414,0.609020584
0.1,0.9,0.6,0.03733691419132381,0.166193927,0.706662601
0.2,0.3,0.2,0.037423471360583695,0.113600575,0.40191201
0.4,0.1,0.7,0.03757848346424183,0.122450332,0.240954926
0.0,0.7,1.0,0.03792639971511808,0.473816437,0.54427847
0.6,0.0,0.5,0.038119511847417714,0.1311116,0.739157585
0.7,0.1,0.9,0.03828928635319831,0.068727003,0.549392035
0.3,0.7,0.8,0.03843156383159207,0.031569907,0.342134417
0.2,0.8,0.4,0.03853735751677259,0.082003692,0.240245875
0.6,0.1,0.9,0.03862986838307955,0.616054632,0.695061366
0.4,0.1,0.2,0.038654173572540355,0.233376027,0.241977523
0.8,0.3,0.2,0.03881193963237495,0.076298161,0.881892684
0.1,0.2,0.2,0.03890953604370972,0.02496606,0.53525616
0.0,0.5,0.3,0.0390937273189442,0.090766875,0.283881846
0.2,0.3,0.9,0.039259350802026645,0.146849765,0.381073215
0.7,1.0,0.1,0.0393063101071348,0.150970647,0.520107843
0.1,0.5,0.1,0.03931885016296976,0.080719843,0.332004957
0.9,0.4,0.7,0.0393233553872039,0.137000819,0.245687296
0.1,0.5,0.4,0.03934573153786131,0.090987616,0.27698975
1.0,0.3,0.5,0.03963269058891863,0.836226801,0.89261288
0.3,1.0,0.9,0.03989400791332299,0.068670244,0.269132937
0.7,0.8,1.0,0.04013744334813941,0.353115512,0.426216321
0.2,0.6,0.5,0.040168972784057844,0.814893776,0.827323997
0.7,0.9,0.9,0.040432267916207416,0.051348563,0.2473612
0.2,0.0,0.7,0.0404849249986873,0.105965265,0.402162208
0.0,0.5,1.0,0.040607200950871704,0.045687488,0.506821725
0.5,1.0,0.9,0.04064210537482372,0.66871565,0.66871565
0.0,0.2,0.1,0.04071215994840696,0.24954053,0.408787034
0.2,0.0,0.4,0.04089276897303744,0.798676908,0.873420772
0.5,0.4,0.9,0.04095176802630163,0.102842805,0.499937958
1.0,1.0,0.1,0.04110299690343153,0.103030815,0.495665211
0.8,1.0,0.2,0.04110849459518517,0.287171354,0.287171354
0.2,0.3,1.0,0.041164364784822965,0.061776491,0.396482114
0.0,0.3,0.3,0.04122852231256187,0.077048885,0.268179916
1.0,0.2,0.6,0.04153315397060962,0.021386661,0.540342326
0.1,0.7,0.3,0.04165069371286186,0.00578533,0.358463465
0.8,0.3,1.0,0.04201837531572284,0.021991572,0.240128689
0.5,0.6,0.6,0.04225736749708584,0.192294789,0.338427511
0.2,0.5,1.0,0.04233220426211834,0.067388948,1.081392021
0.9,0.9,0.6,0.042532883971638485,0.05283516,0.542506504
0.4,0.9,1.0,0.04268836396444748,0.204740493,0.276058618
0.6,0.9,0.3,0.0427541030932208,0.030907575,0.848705455
1.0,0.4,0.5,0.04281445949472703,0.147585553,0.880612442
0.0,0.0,1.0,0.04316793980984371,0.060383126,0.395415084
0.9,1.0,0.5,0.04354579630029707,0.000623459,0.774485182
0.0,1.0,0.7,0.04379887988410863,0.155729685,0.252689838
0.4,0.3,0.1,0.04382612325061814,0.282117282,0.889005026
1.0,0.9,0.1,0.043907610844114486,0.133696748,0.807275894
0.8,0.9,0.1,0.04407097827700196,0.042737862,1.019118465
0.2,0.1,0.5,0.04433288541499082,0.086190336,0.396667356
0.8,0.6,0.4,0.04446266728812872,0.07226835,1.024324731
0.1,0.7,1.0,0.04481666832738569,0.524950516,0.524950516
0.2,0.3,0.5,0.044817653365957714,0.903807128,0.903807128
0.4,0.2,0.2,0.044901245528882486,0.252537676,0.36313366
0.8,0.8,0.5,0.044970229814508066,0.05744292,0.349316003
0.6,0.9,0.5,0.04520017848719473,0.595503761,0.622189294
0.2,0.4,0.7,0.04529734006356583,0.681151798,0.681151798
0.9,0.3,0.2,0.045567228421698316,0.598164387,0.598873822
0.8,0.3,0.7,0.04560806215435893,0.166638749,0.255462303
0.6,0.6,1.0,0.04572460579254126,0.106849208,0.583522566
0.8,0.4,0.7,0.045837704427894435,0.099407311,0.312626391
0.5,0.5,0.9,0.04584630026730592,0.074194881,0.361925617
0.8,0.7,0.2,0.045991161109064295,0.028312369,0.891020878
1.0,0.0,0.9,0.046195903849590006,0.256480144,0.779057442
0.4,0.0,0.5,0.046308043480546096,0.015319347,0.4229025
0.6,0.1,0.3,0.04639449232119749,0.059712733,0.277805264
0.1,0.1,0.8,0.04673584800539164,0.322933975,0.322933975
0.8,0.4,0.5,0.04700101385364494,0.24694447,0.496406757
0.2,0.9,0.9,0.04700280632613051,0.393381424,0.439911014
0.6,0.6,0.7,0.047149148143222616,0.442704893,0.442704893
0.9,0.7,0.5,0.047205093968411556,0.485654241,0.485654241
0.0,0.1,0.4,0.04725627350860658,0.180991407,1.04541067
1.0,0.6,0.9,0.04741301071813752,0.252160523,0.778448402
0.7,0.9,1.0,0.0476547013949127,0.395515725,0.442059475
0.0,0.1,0.0,0.04800870681235194,0.954041769,0.954041769
0.0,0.8,0.6,0.048436643874701084,0.093225039,0.292049257
0.4,0.4,0.9,0.04857139288657295,0.054256398,0.340517534
0.5,0.9,0.0,0.048655888118590646,0.508977541,0.754618956
0.9,0.7,0.3,0.04916746601321826,0.001255044,0.412077374
0.0,0.4,1.0,0.04946370164024784,0.104702325,0.641972704
0.7,1.0,1.0,0.049495103232789876,0.016072476,0.323578927
0.8,0.5,1.0,0.0495079875927344,0.01434652,0.84930513
0.0,0.0,0.0,0.04953133212843448,1.039177645,1.039177645
0.0,0.3,0.0,0.0496313055887717,1.014940353,1.014940353
0.0,0.4,0.0,0.049652935166038914,1.012910096,1.012910096
0.2,0.8,1.0,0.04967664501129157,0.103993863,0.643242661
0.0,0.2,0.0,0.04972193324419685,1.042000426,1.042000426
0.4,0.3,0.2,0.04975924769593798,0.693428872,0.709056136
0.6,0.9,0.8,0.05000565560450256,0.508492966,0.762829298
0.4,1.0,0.3,0.05024364014853864,0.380406114,0.698927948
1.0,0.0,0.4,0.050288966768805204,0.495324661,0.658269845
0.8,0.3,0.1,0.05048918433044059,0.099174714,0.349178558
0.4,0.4,0.6,0.05086180566132965,0.097100116,0.29891561
0.8,0.8,0.2,0.050924304469730765,0.23741893,0.302881925
0.0,0.5,0.0,0.05101649418792428,1.046248145,1.046248145
1.0,0.2,1.0,0.05109095796140535,0.471827527,0.50947266
0.0,0.6,0.0,0.05138053357232671,1.048592256,1.048592256
0.3,1.0,1.0,0.05173882068892821,0.203477669,0.494879783
0.9,0.2,0.3,0.05175280468709057,0.001710994,0.955425998
0.0,0.9,1.0,0.05190479430455975,0.14169513,1.06630043
0.6,0.2,0.7,0.052179213571636324,0.196282206,0.26842992
0.0,0.7,0.0,0.05226344930559058,1.048266962,1.048266962
0.7,0.7,0.5,0.05272900286670198,0.20527471,0.39629451
0.2,0.2,0.6,0.052775426104617745,0.436040165,0.442182419
0.8,0.3,0.4,0.052828302712965826,0.198957638,1.03459158
0.7,0.6,0.4,0.052839485900421944,0.035018863,1.079110752
0.4,0.6,0.3,0.0528504556435188,0.04609088,0.408275823
0.0,1.0,0.0,0.052976755291679604,1.107756626,1.107756626
0.6,0.2,0.4,0.05312170582224351,0.161581,0.792230159
0.2,0.1,0.3,0.053152944104681514,0.016531987,0.231774448
0.8,0.2,0.5,0.05315840687012284,0.792739693,0.812391159
0.0,0.8,0.0,0.05328128473139967,1.107505118,1.107505118
0.4,0.8,0.4,0.053361669355295537,0.26411916,0.334957094
0.3,0.0,0.1,0.05347912444635099,0.037522929,0.955504986
0.1,0.3,0.1,0.053670640399250694,0.102924562,0.664194161
0.0,0.9,0.0,0.05368064255914256,1.105405589,1.105405589
0.2,0.7,0.5,0.053698263720945646,0.29754364,0.606448691
1.0,0.2,0.3,0.053741410238097406,0.152957768,0.418501289
0.9,0.8,0.6,0.05382177240684489,0.005172884,0.423664485
0.9,0.7,1.0,0.05424755862915475,0.472153216,0.632862416
0.2,1.0,0.5,0.05465333800305421,0.301219458,0.609949384
0.0,0.9,0.3,0.054750765161701104,0.049686663,0.926673611
0.3,0.6,0.1,0.05475267028925633,0.019711955,1.031494213
0.6,0.1,1.0,0.05478035686969298,0.050660354,0.945061341
0.2,0.8,0.1,0.05504377513222908,0.045795975,0.459814207
0.4,0.2,0.1,0.05506335969279963,0.056281777,0.466713646
0.9,0.4,0.6,0.055190687239450406,0.16883544,0.70321423
0.1,0.3,0.2,0.055213992743580034,0.119454223,0.96419767
0.4,0.7,0.0,0.05532336563761417,0.467233944,0.713964908
1.0,0.6,0.0,0.055371935554392064,0.31195463,0.426717434
0.8,0.8,0.8,0.055594531112382946,0.085084786,0.779152275
0.0,0.9,0.4,0.055688037896915656,0.065786098,1.081590464
0.8,1.0,1.0,0.05601488964918189,0.598328615,0.598328615
0.8,0.9,0.4,0.05620060486286063,1.072976185,1.072976185
1.0,0.9,0.4,0.05620600423875214,0.049405194,0.92587285
0.6,0.4,0.6,0.056570278942614946,0.172216448,0.370325678
1.0,0.2,0.4,0.05659561264218595,0.155852813,0.786038593
0.5,0.9,0.1,0.05677928167149476,0.160576107,1.012065049
0.4,0.3,0.3,0.05701047494336483,0.102916341,0.577457462
0.9,0.6,0.6,0.05701194706542395,0.115504575,0.379980354
0.5,0.3,0.0,0.057025462877714594,0.229100316,0.736789695
0.1,0.2,0.6,0.05739572900870479,0.117052021,0.385212616
0.6,0.2,0.3,0.05746913746483611,0.025868038,0.923909929
0.4,1.0,0.1,0.057615529578546446,0.111083999,0.639196759
1.0,1.0,0.6,0.057901066466183065,0.120306324,0.375430388
0.0,0.2,0.2,0.05796723979173803,0.11556112,0.949063644
0.2,0.0,0.6,0.05811340414022754,0.11913147,0.387009086
0.8,0.1,0.0,0.05818947857318883,0.092574151,0.851142793
0.6,0.1,0.1,0.05822867101029865,0.613301949,0.869523311
0.3,0.3,0.4,0.05847694961158445,0.154991704,1.036897316
0.9,0.3,0.6,0.05853370719366455,0.121207909,0.384785155
0.3,0.4,0.7,0.05853682973957313,0.229690869,0.285022496
0.7,0.1,0.6,0.05854777808720887,0.122769447,0.378496724
0.3,0.9,0.6,0.05863532628972625,0.122644301,0.381093913
0.7,0.2,0.1,0.059006062250974316,0.149265276,0.412695509
0.9,0.8,0.2,0.05913514942312517,0.377480194,0.606667207
0.6,0.3,0.3,0.059299410042892756,0.11273874,0.351930747
0.6,1.0,1.0,0.0593412413233464,0.73866008,0.73866008
0.4,0.0,1.0,0.059368799297380564,0.661789307,0.661789307
0.8,0.4,0.4,0.05942895313422957,1.135771342,1.135771342
0.9,0.4,0.0,0.05959767190113791,0.029067843,1.497236885
0.9,0.6,1.0,0.05969817451500138,0.116342956,1.184244282
0.7,0.9,0.2,0.0598382410703375,0.404147316,0.404147316
0.7,1.0,0.3,0.05986903964786297,0.036618186,0.656625637
0.0,0.5,0.8,0.059956152258565217,0.359355939,0.68416458
0.7,0.2,0.0,0.05997330826335076,0.002458139,0.863507162
0.4,0.6,1.0,0.06013110414276305,0.341897027,1.192754835
0.1,0.4,0.5,0.06044507696444745,0.528471887,0.528471887
0.7,0.2,0.6,0.0604504635833264,0.130784546,0.378691106
1.0,0.6,0.3,0.060494336018636095,0.004770405,0.606021798
1.0,0.5,0.3,0.06097528278014718,0.07495054,0.969613793
0.9,0.9,0.3,0.06107673366657745,0.074764093,0.974730052
0.5,0.9,0.6,0.06107891191209487,0.134256795,0.376975786
