Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.000336048068647204,0.00035402315490457,0.00427184762468202,0,0,0,0.539786278718057,0.00026496750882837,2.84909543588441E-07,7.50259974068003E-08,0.000613798313752093,-2.77217301487704E-07,0.0007656582527181,0,0,0,0,0,0,package://vehicle_urdf/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://vehicle_urdf/meshes/base_link.STL,,chassis_link-1,base_coord,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
left_link,-1.08369629585325E-05,3.12229087590099E-06,3.24262305404152E-05,0,0,0,0.0181212751055899,1.53230236850118E-05,1.00607955901595E-13,1.04485404656266E-12,7.71902603141114E-06,-2.63256202727207E-13,7.71902332273961E-06,0,0,0,0,0,0,package://vehicle_urdf/meshes/left_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://vehicle_urdf/meshes/left_link.STL,,left_wheel-1,left_coord,wheel_axis,l_joint,continuous,-0.075795,-0.0053031,-0.063655,0,0,0,base_link,1,0,0,,,,,,,,,,,,
right_wheel,1.08369629591154E-05,2.22044604925031E-16,3.25762049258674E-05,0,0,0,0.0181212751055898,1.53230236850118E-05,4.66996081329479E-21,-1.0496865945009E-12,7.71902605675846E-06,1.05905576794184E-21,7.71902329738955E-06,0,0,0,0,0,0,package://vehicle_urdf/meshes/right_wheel.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://vehicle_urdf/meshes/right_wheel.STL,,right_wheel-1,right_coord,wheel_axis,r_joint,continuous,0.085805,-0.0052455,-0.063658,0,0,0,base_link,1,0,0,,,,,,,,,,,,
